id,category_id,name,item_variant,description,value_good,value_very_good,value_excellent,source_reference,date_of_valuation,search_keywords,original_description
907,10,Tuner,,Tuner,12.24,14.87,17.49,ItsDeductible 2024,2024-01-01,home audio video tuner,Tuner
908,10,Turntable,Belt Drive,Turntable: Belt Drive,41.99,50.99,59.98,ItsDeductible 2024,2024-01-01,home audio video turntable belt drive,Turntable: Belt Drive
909,10,Turntable,Direct Drive,Turntable: Direct Drive,35.78,43.45,51.11,ItsDeductible 2024,2024-01-01,home audio video turntable direct drive,Turntable: Direct Drive
910,10,TV/VCR Combo,10-13 inch,TV/VCR Combo: 10-13 inch,23.29,28.28,33.27,ItsDeductible 2024,2024-01-01,home audio video tv/vcr combo 10 13 inch,TV/VCR Combo: 10-13 inch
911,10,TV/VCR Combo,14-21inch,TV/VCR Combo: 14-21inch,25.21,30.62,36.02,ItsDeductible 2024,2024-01-01,home audio video tv/vcr combo 14 21inch,TV/VCR Combo: 14-21inch
912,10,TV/VCR Combo,22-27 inch,TV/VCR Combo: 22-27 inch,26.65,32.36,38.07,ItsDeductible 2024,2024-01-01,home audio video tv/vcr combo 22 27 inch,TV/VCR Combo: 22-27 inch
913,10,TV/VCR Combo,5-9 inch,TV/VCR Combo: 5-9 inch,21.13,25.66,30.18,ItsDeductible 2024,2024-01-01,home audio video tv/vcr combo inch,TV/VCR Combo: 5-9 inch
914,10,TV/VCR/DVD Combo,19-21 inch,TV/VCR/DVD Combo: 19-21 inch,19.68,23.9,28.12,ItsDeductible 2024,2024-01-01,home audio video tv/vcr/dvd combo 19 21 inch,TV/VCR/DVD Combo: 19-21 inch
915,10,TV/VCR/DVD Combo,22-27 inch,TV/VCR/DVD Combo: 22-27 inch,19.92,24.19,28.46,ItsDeductible 2024,2024-01-01,home audio video tv/vcr/dvd combo 22 27 inch,TV/VCR/DVD Combo: 22-27 inch
916,10,Universal Remote Control,,Universal Remote Control,5.78,7.02,8.25,ItsDeductible 2024,2024-01-01,home audio video universal remote control,Universal Remote Control
917,10,VCR,Beta,VCR: Beta,40.22,48.84,57.45,ItsDeductible 2024,2024-01-01,home audio video vcr beta,VCR: Beta
918,10,VCR,VHS,VCR: VHS,19.2,23.32,27.43,ItsDeductible 2024,2024-01-01,home audio video vcr vhs,VCR: VHS
919,10,Video Tape Rewinder,,Video Tape Rewinder,6.48,7.87,9.25,ItsDeductible 2024,2024-01-01,home audio video tape rewinder,Video Tape Rewinder
920,11,Air Purifier,,Air Purifier,35.06,42.57,50.08,ItsDeductible 2024,2024-01-01,housekeeping air purifier,Air Purifier
921,11,Carpet Cleaner,Shampooer,Carpet Cleaner: Shampooer,32.33,39.26,46.18,ItsDeductible 2024,2024-01-01,housekeeping carpet cleaner shampooer,Carpet Cleaner: Shampooer
922,11,Carpet Cleaner,Steamer,Carpet Cleaner: Steamer,19.71,23.94,28.16,ItsDeductible 2024,2024-01-01,housekeeping carpet cleaner steamer,Carpet Cleaner: Steamer
923,11,Dehumidifier,20-39 Pint,Dehumidifier: 20-39 Pint,19.68,23.9,28.12,ItsDeductible 2024,2024-01-01,housekeeping dehumidifier 20 39 pint,Dehumidifier: 20-39 Pint
924,11,Dehumidifier,40-59 Pint,Dehumidifier: 40-59 Pint,26.17,31.78,37.38,ItsDeductible 2024,2024-01-01,housekeeping dehumidifier 40 59 pint,Dehumidifier: 40-59 Pint
925,11,Dehumidifier,60+ Pint,Dehumidifier: 60+ Pint,31.14,37.81,44.48,ItsDeductible 2024,2024-01-01,housekeeping dehumidifier 60+ pint,Dehumidifier: 60+ Pint
926,11,Fan,Box,Fan: Box,7.44,9.04,10.63,ItsDeductible 2024,2024-01-01,housekeeping fan box,Fan: Box
927,11,Fan,Ceiling,Fan: Ceiling,17.17,20.85,24.53,ItsDeductible 2024,2024-01-01,housekeeping fan ceiling,Fan: Ceiling
928,11,Fan,Oscillating,Fan: Oscillating,13.44,16.32,19.2,ItsDeductible 2024,2024-01-01,housekeeping fan oscillating,Fan: Oscillating
929,11,Fan,Personal/Desk,Fan: Personal/Desk,11.31,13.73,16.15,ItsDeductible 2024,2024-01-01,housekeeping fan personal/desk,Fan: Personal/Desk
930,11,Fan,Window,Fan: Window,12.36,15.01,17.66,ItsDeductible 2024,2024-01-01,housekeeping fan window,Fan: Window
931,11,Garment Steamer,Standard,Garment Steamer: Standard,12.43,15.09,17.75,ItsDeductible 2024,2024-01-01,housekeeping garment steamer standard,Garment Steamer: Standard
932,11,Garment Steamer,Travel,Garment Steamer: Travel,11.22,13.63,16.03,ItsDeductible 2024,2024-01-01,housekeeping garment steamer travel,Garment Steamer: Travel
933,11,Hamper,,Hamper,12.36,15.01,17.66,ItsDeductible 2024,2024-01-01,housekeeping hamper,Hamper
934,11,Ironing Board,,Ironing Board,12.2,14.82,17.43,ItsDeductible 2024,2024-01-01,housekeeping ironing board,Ironing Board
935,11,Laundry Basket,,Laundry Basket,10.44,12.68,14.91,ItsDeductible 2024,2024-01-01,housekeeping laundry basket,Laundry Basket
936,11,Plastic Hangers (10-20),,Plastic Hangers (10-20),4.46,5.42,6.37,ItsDeductible 2024,2024-01-01,housekeeping plastic hangers (10 20),Plastic Hangers (10-20)
937,11,Plastic Storage Bin,,Plastic Storage Bin,7.2,8.74,10.28,ItsDeductible 2024,2024-01-01,housekeeping plastic storage bin,Plastic Storage Bin
938,11,Plastic Storage Drawers,,Plastic Storage Drawers,9.59,11.65,13.7,ItsDeductible 2024,2024-01-01,housekeeping plastic storage drawers,Plastic Storage Drawers
939,11,Space Heater,Electric,Space Heater: Electric,16.2,19.67,23.14,ItsDeductible 2024,2024-01-01,housekeeping space heater electric,Space Heater: Electric
940,11,Space Heater,Gas,Space Heater: Gas,18.53,22.5,26.47,ItsDeductible 2024,2024-01-01,housekeeping space heater gas,Space Heater: Gas
941,11,Steam Iron,,Steam Iron,10.22,12.41,14.6,ItsDeductible 2024,2024-01-01,housekeeping steam iron,Steam Iron
942,11,Step Stool,,Step Stool,12.21,14.83,17.44,ItsDeductible 2024,2024-01-01,housekeeping step stool,Step Stool
943,11,Travel Iron,,Travel Iron,7.38,8.96,10.54,ItsDeductible 2024,2024-01-01,housekeeping travel iron,Travel Iron
944,11,Underbed Storage,,Underbed Storage,9.6,11.66,13.71,ItsDeductible 2024,2024-01-01,housekeeping underbed storage,Underbed Storage
945,11,Vacuum Cleaner,Canister,Vacuum Cleaner: Canister,26.15,31.75,37.35,ItsDeductible 2024,2024-01-01,housekeeping vacuum cleaner canister,Vacuum Cleaner: Canister
946,11,Vacuum Cleaner,Handheld,Vacuum Cleaner: Handheld,17.32,21.03,24.74,ItsDeductible 2024,2024-01-01,housekeeping vacuum cleaner handheld,Vacuum Cleaner: Handheld
947,11,Vacuum Cleaner,Stickbroom,Vacuum Cleaner: Stickbroom,15.7,19.07,22.43,ItsDeductible 2024,2024-01-01,housekeeping vacuum cleaner stickbroom,Vacuum Cleaner: Stickbroom
948,11,Vacuum Cleaner,Upright,Vacuum Cleaner: Upright,40.81,49.56,58.3,ItsDeductible 2024,2024-01-01,housekeeping vacuum cleaner upright,Vacuum Cleaner: Upright
949,11,Waste Basket,,Waste Basket,7.17,8.71,10.24,ItsDeductible 2024,2024-01-01,housekeeping waste basket,Waste Basket
950,11,Water Filter,Countertop,Water Filter: Countertop,11.32,13.75,16.17,ItsDeductible 2024,2024-01-01,housekeeping water filter countertop,Water Filter: Countertop
951,11,Water Filter,Faucet Mount,Water Filter: Faucet Mount,12.03,14.61,17.19,ItsDeductible 2024,2024-01-01,housekeeping water filter faucet mount,Water Filter: Faucet Mount
952,11,Water Filter,Pitcher,Water Filter: Pitcher,11.44,13.89,16.34,ItsDeductible 2024,2024-01-01,housekeeping water filter pitcher,Water Filter: Pitcher
953,11,Water Filter,Under Counter/Sink,Water Filter: Under Counter/Sink,8.49,10.31,12.13,ItsDeductible 2024,2024-01-01,housekeeping water filter under counter/sink,Water Filter: Under Counter/Sink
954,12,Angel Food Cake Pan,,Angel Food Cake Pan,8.33,10.12,11.9,ItsDeductible 2024,2024-01-01,kitchen angel food cake pan,Angel Food Cake Pan
955,12,Banana Hanger,,Banana Hanger,4.07,4.95,5.82,ItsDeductible 2024,2024-01-01,kitchen banana hanger,Banana Hanger
956,12,Bean Pot,,Bean Pot,9.68,11.76,13.83,ItsDeductible 2024,2024-01-01,kitchen bean pot,Bean Pot
957,12,Blender,,Blender,15.62,18.97,22.31,ItsDeductible 2024,2024-01-01,kitchen blender,Blender
958,12,Bottle Opener,,Bottle Opener,4.79,5.82,6.84,ItsDeductible 2024,2024-01-01,kitchen bottle opener,Bottle Opener
959,12,Bowl,,Bowl,2.64,3.21,3.77,ItsDeductible 2024,2024-01-01,kitchen bowl,Bowl
960,12,Bread Box,,Bread Box,10.84,13.16,15.48,ItsDeductible 2024,2024-01-01,kitchen bread box,Bread Box
961,12,Bread Machine,,Bread Machine,16.46,19.99,23.51,ItsDeductible 2024,2024-01-01,kitchen bread machine,Bread Machine
962,12,Bread Tube,,Bread Tube,3.98,4.84,5.69,ItsDeductible 2024,2024-01-01,kitchen bread tube,Bread Tube
963,12,Bundt Cake Pan,,Bundt Cake Pan,6.26,7.6,8.94,ItsDeductible 2024,2024-01-01,kitchen bundt cake pan,Bundt Cake Pan
964,12,"Bundt Cake Pan, Mini",,"Bundt Cake Pan, Mini",6.92,8.4,9.88,ItsDeductible 2024,2024-01-01,kitchen bundt cake pan mini,"Bundt Cake Pan, Mini"
965,12,Burner Cover,,Burner Cover,4.32,5.25,6.17,ItsDeductible 2024,2024-01-01,kitchen burner cover,Burner Cover
966,12,Butter Dish,,Butter Dish,5.4,6.56,7.72,ItsDeductible 2024,2024-01-01,kitchen butter dish,Butter Dish
967,12,Butter Knife,,Butter Knife,1.64,1.99,2.34,ItsDeductible 2024,2024-01-01,kitchen butter knife,Butter Knife
968,12,Cake Plate,,Cake Plate,6.6,8.02,9.43,ItsDeductible 2024,2024-01-01,kitchen cake plate,Cake Plate
969,12,Can Crusher,,Can Crusher,6.13,7.45,8.76,ItsDeductible 2024,2024-01-01,kitchen can crusher,Can Crusher
970,12,Can Opener (Manual),,Can Opener (Manual),4.56,5.54,6.51,ItsDeductible 2024,2024-01-01,kitchen can opener (manual),Can Opener (Manual)
971,12,Canister,Glass/Ceramic,Canister: Glass/Ceramic,8.27,10.05,11.82,ItsDeductible 2024,2024-01-01,kitchen canister glass/ceramic,Canister: Glass/Ceramic
972,12,Canister,Metal,Canister: Metal,8.62,10.47,12.31,ItsDeductible 2024,2024-01-01,kitchen canister metal,Canister: Metal
973,12,Canisters (Set),,Canisters (Set),10.9,13.24,15.57,ItsDeductible 2024,2024-01-01,kitchen canisters (set),Canisters (Set)
974,12,Canning Jar,Large,Canning Jar: Large,4.61,5.6,6.58,ItsDeductible 2024,2024-01-01,kitchen canning jar large,Canning Jar: Large
975,12,Canning Jar,Small,Canning Jar: Small,3.7,4.49,5.28,ItsDeductible 2024,2024-01-01,kitchen canning jar small,Canning Jar: Small
976,12,Casserole Dish,,Casserole Dish,9.12,11.08,13.03,ItsDeductible 2024,2024-01-01,kitchen casserole dish,Casserole Dish
977,12,Character Cake Pan,,Character Cake Pan,6.0,7.29,8.57,ItsDeductible 2024,2024-01-01,kitchen character cake pan,Character Cake Pan
978,12,Cheese Grater,,Cheese Grater,4.17,5.07,5.96,ItsDeductible 2024,2024-01-01,kitchen cheese grater,Cheese Grater
979,12,Cheese Spreaders (Set),,Cheese Spreaders (Set),4.96,6.03,7.09,ItsDeductible 2024,2024-01-01,kitchen cheese spreaders (set),Cheese Spreaders (Set)
980,12,China (Set),,China (Set),18.73,22.74,26.75,ItsDeductible 2024,2024-01-01,kitchen china (set),China (Set)
981,12,Clay Baker Oven,,Clay Baker Oven,11.59,14.08,16.56,ItsDeductible 2024,2024-01-01,kitchen clay baker oven,Clay Baker Oven
982,12,Coffee Cup,,Coffee Cup,3.0,3.65,4.29,ItsDeductible 2024,2024-01-01,kitchen coffee cup,Coffee Cup
983,12,Coffee Grinder,,Coffee Grinder,9.41,11.43,13.44,ItsDeductible 2024,2024-01-01,kitchen coffee grinder,Coffee Grinder
984,12,Coffee Mug Tree,,Coffee Mug Tree,6.74,8.19,9.63,ItsDeductible 2024,2024-01-01,kitchen coffee mug tree,Coffee Mug Tree
985,12,Colander,,Colander,5.19,6.3,7.41,ItsDeductible 2024,2024-01-01,kitchen colander,Colander
986,12,Cookbook Stand,,Cookbook Stand,7.32,8.89,10.45,ItsDeductible 2024,2024-01-01,kitchen cookbook stand,Cookbook Stand
987,12,Cookie Cutter,,Cookie Cutter,2.88,3.5,4.11,ItsDeductible 2024,2024-01-01,kitchen cookie cutter,Cookie Cutter
988,12,Cookie Jar,,Cookie Jar,10.9,13.24,15.57,ItsDeductible 2024,2024-01-01,kitchen cookie jar,Cookie Jar
989,12,Cookie Sheet,,Cookie Sheet,7.68,9.33,10.97,ItsDeductible 2024,2024-01-01,kitchen cookie sheet,Cookie Sheet
990,12,Cookie Tin,,Cookie Tin,6.46,7.85,9.23,ItsDeductible 2024,2024-01-01,kitchen cookie tin,Cookie Tin
991,12,Cooking Timer (Manual),,Cooking Timer (Manual),4.69,5.7,6.7,ItsDeductible 2024,2024-01-01,kitchen cooking timer (manual),Cooking Timer (Manual)
992,12,Corkscrew,,Corkscrew,6.29,7.64,8.99,ItsDeductible 2024,2024-01-01,kitchen corkscrew,Corkscrew
993,12,Cutting Board,,Cutting Board,7.56,9.18,10.8,ItsDeductible 2024,2024-01-01,kitchen cutting board,Cutting Board
994,12,Deep Fryer,,Deep Fryer,13.64,16.56,19.48,ItsDeductible 2024,2024-01-01,kitchen deep fryer,Deep Fryer
995,12,Dessert Plate,,Dessert Plate,3.12,3.79,4.46,ItsDeductible 2024,2024-01-01,kitchen dessert plate,Dessert Plate
996,12,Dinner Plate,,Dinner Plate,3.61,4.38,5.15,ItsDeductible 2024,2024-01-01,kitchen dinner plate,Dinner Plate
997,12,Dish Drainer,,Dish Drainer,9.0,10.93,12.85,ItsDeductible 2024,2024-01-01,kitchen dish drainer,Dish Drainer
998,12,Double Boiler,,Double Boiler,12.0,14.57,17.14,ItsDeductible 2024,2024-01-01,kitchen double boiler,Double Boiler
999,12,Drip Coffee Maker,,Drip Coffee Maker,14.16,17.2,20.23,ItsDeductible 2024,2024-01-01,kitchen drip coffee maker,Drip Coffee Maker
1000,12,Dutch Oven,,Dutch Oven,17.94,21.79,25.63,ItsDeductible 2024,2024-01-01,kitchen dutch oven,Dutch Oven
1001,12,Electric Can Opener,,Electric Can Opener,9.92,12.05,14.17,ItsDeductible 2024,2024-01-01,kitchen electric can opener,Electric Can Opener
1002,12,Electric Hand Mixer,,Electric Hand Mixer,8.78,10.66,12.54,ItsDeductible 2024,2024-01-01,kitchen electric hand mixer,Electric Hand Mixer
1003,12,Electric Ice Cream Maker,,Electric Ice Cream Maker,16.09,19.54,22.98,ItsDeductible 2024,2024-01-01,kitchen electric ice cream maker,Electric Ice Cream Maker
1004,12,Electric Knife,,Electric Knife,9.23,11.21,13.19,ItsDeductible 2024,2024-01-01,kitchen electric knife,Electric Knife
1005,12,Electric Popcorn Popper,,Electric Popcorn Popper,14.88,18.07,21.25,ItsDeductible 2024,2024-01-01,kitchen electric popcorn popper,Electric Popcorn Popper
1006,12,Electric Skillet,,Electric Skillet,11.84,14.38,16.91,ItsDeductible 2024,2024-01-01,kitchen electric skillet,Electric Skillet
1007,12,Electric Slicer,,Electric Slicer,16.8,20.4,24.0,ItsDeductible 2024,2024-01-01,kitchen electric slicer,Electric Slicer
1008,12,Electric Stand Mixer,,Electric Stand Mixer,21.12,25.65,30.17,ItsDeductible 2024,2024-01-01,kitchen electric stand mixer,Electric Stand Mixer
1009,12,Electric Wok,,Electric Wok,12.12,14.72,17.31,ItsDeductible 2024,2024-01-01,kitchen electric wok,Electric Wok
1010,12,Espresso/Cappuccino Machine,,Espresso/Cappuccino Machine,27.6,33.52,39.43,ItsDeductible 2024,2024-01-01,kitchen espresso/cappuccino machine,Espresso/Cappuccino Machine
1011,12,Fondue Set,,Fondue Set,12.36,15.01,17.65,ItsDeductible 2024,2024-01-01,kitchen fondue set,Fondue Set
1012,12,Food Dehydrator,,Food Dehydrator,18.73,22.74,26.75,ItsDeductible 2024,2024-01-01,kitchen food dehydrator,Food Dehydrator
1013,12,Food Processor,,Food Processor,15.2,18.46,21.72,ItsDeductible 2024,2024-01-01,kitchen food processor,Food Processor
1014,12,Food Scale,,Food Scale,7.43,9.03,10.62,ItsDeductible 2024,2024-01-01,kitchen food scale,Food Scale
1015,12,Fork,,Fork,2.83,3.44,4.04,ItsDeductible 2024,2024-01-01,kitchen fork,Fork
1016,12,French Bread Pan,,French Bread Pan,7.36,8.94,10.51,ItsDeductible 2024,2024-01-01,kitchen french bread pan,French Bread Pan
1017,12,French Press,,French Press,8.28,10.06,11.83,ItsDeductible 2024,2024-01-01,kitchen french press,French Press
1018,12,Fry Pan,,Fry Pan,10.79,13.11,15.42,ItsDeductible 2024,2024-01-01,kitchen fry pan,Fry Pan
1019,12,Funnel,,Funnel,2.65,3.22,3.78,ItsDeductible 2024,2024-01-01,kitchen funnel,Funnel
1020,12,Glass Measuring Cup,,Glass Measuring Cup,2.3,2.8,3.29,ItsDeductible 2024,2024-01-01,kitchen glass measuring cup,Glass Measuring Cup
1021,12,Glass Tumbler,,Glass Tumbler,3.12,3.79,4.46,ItsDeductible 2024,2024-01-01,kitchen glass tumbler,Glass Tumbler
1022,12,Griddle,,Griddle,13.33,16.19,19.04,ItsDeductible 2024,2024-01-01,kitchen griddle,Griddle
1023,12,Hot Pad,,Hot Pad,3.61,4.38,5.15,ItsDeductible 2024,2024-01-01,kitchen hot pad,Hot Pad
1024,12,Hot Plate,,Hot Plate,10.42,12.65,14.88,ItsDeductible 2024,2024-01-01,kitchen hot plate,Hot Plate
1025,12,Ice Bucket,,Ice Bucket,7.77,9.44,11.1,ItsDeductible 2024,2024-01-01,kitchen ice bucket,Ice Bucket
1026,12,Ice Cream Scoop,,Ice Cream Scoop,4.02,4.88,5.74,ItsDeductible 2024,2024-01-01,kitchen ice cream scoop,Ice Cream Scoop
1027,12,Ice Cube Tray,,Ice Cube Tray,3.21,3.9,4.59,ItsDeductible 2024,2024-01-01,kitchen ice cube tray,Ice Cube Tray
1028,12,Iced Tea Maker,,Iced Tea Maker,11.14,13.53,15.91,ItsDeductible 2024,2024-01-01,kitchen iced tea maker,Iced Tea Maker
1029,12,Indoor Grill,,Indoor Grill,15.29,18.57,21.84,ItsDeductible 2024,2024-01-01,kitchen indoor grill,Indoor Grill
1030,12,Indoor Rotisserie,,Indoor Rotisserie,19.64,23.85,28.05,ItsDeductible 2024,2024-01-01,kitchen indoor rotisserie,Indoor Rotisserie
1031,12,Jello Mold,,Jello Mold,3.58,4.35,5.11,ItsDeductible 2024,2024-01-01,kitchen jello mold,Jello Mold
1032,12,Juicer,,Juicer,14.31,17.38,20.44,ItsDeductible 2024,2024-01-01,kitchen juicer,Juicer
1033,12,Kitchen Scissors,,Kitchen Scissors,1.64,1.99,2.34,ItsDeductible 2024,2024-01-01,kitchen scissors,Kitchen Scissors
1034,12,Knife Set,,Knife Set,14.95,18.16,21.36,ItsDeductible 2024,2024-01-01,kitchen knife set,Knife Set
1035,12,Knife Sharpener,Electric,Knife Sharpener: Electric,14.06,17.07,20.08,ItsDeductible 2024,2024-01-01,kitchen knife sharpener electric,Knife Sharpener: Electric
1036,12,Knife Sharpener,Manual,Knife Sharpener: Manual,6.45,7.83,9.21,ItsDeductible 2024,2024-01-01,kitchen knife sharpener manual,Knife Sharpener: Manual
1037,12,Ladle,,Ladle,4.6,5.59,6.57,ItsDeductible 2024,2024-01-01,kitchen ladle,Ladle
1038,12,Lazy Susan,,Lazy Susan,10.14,12.32,14.49,ItsDeductible 2024,2024-01-01,kitchen lazy susan,Lazy Susan
1039,12,Loaf Pan,,Loaf Pan,4.38,5.32,6.25,ItsDeductible 2024,2024-01-01,kitchen loaf pan,Loaf Pan
1040,12,"Loaf Pan, Mini",,"Loaf Pan, Mini",5.23,6.35,7.47,ItsDeductible 2024,2024-01-01,kitchen loaf pan mini,"Loaf Pan, Mini"
1041,12,Lunch Box,,Lunch Box,5.38,6.54,7.69,ItsDeductible 2024,2024-01-01,kitchen lunch box,Lunch Box
1042,12,Measuring Cups (Set),,Measuring Cups (Set),4.79,5.82,6.84,ItsDeductible 2024,2024-01-01,kitchen measuring cups (set),Measuring Cups (Set)
1043,12,Measuring Spoons (Set),,Measuring Spoons (Set),3.64,4.42,5.2,ItsDeductible 2024,2024-01-01,kitchen measuring spoons (set),Measuring Spoons (Set)
1044,12,Meat Thermometer,,Meat Thermometer,7.08,8.6,10.12,ItsDeductible 2024,2024-01-01,kitchen meat thermometer,Meat Thermometer
1045,12,Mellon Baller,,Mellon Baller,5.04,6.12,7.2,ItsDeductible 2024,2024-01-01,kitchen mellon baller,Mellon Baller
1046,12,Microwave Bacon Tray,,Microwave Bacon Tray,5.64,6.85,8.05,ItsDeductible 2024,2024-01-01,kitchen microwave bacon tray,Microwave Bacon Tray
1047,12,Microwave Egg Cooker,,Microwave Egg Cooker,5.22,6.34,7.45,ItsDeductible 2024,2024-01-01,kitchen microwave egg cooker,Microwave Egg Cooker
1048,12,Microwave Oven,Countertop,Microwave Oven: Countertop,33.75,40.98,48.21,ItsDeductible 2024,2024-01-01,kitchen microwave oven countertop,Microwave Oven: Countertop
1049,12,Microwave Oven,Over-the-Range,Microwave Oven: Over-the-Range,63.33,76.9,90.47,ItsDeductible 2024,2024-01-01,kitchen microwave oven over range,Microwave Oven: Over-the-Range
1050,12,Muffin Pan,,Muffin Pan,6.19,7.52,8.84,ItsDeductible 2024,2024-01-01,kitchen muffin pan,Muffin Pan
1051,12,Napkin Holder,,Napkin Holder,4.68,5.69,6.69,ItsDeductible 2024,2024-01-01,kitchen napkin holder,Napkin Holder
1052,12,Oven Burner Covers (Set),,Oven Burner Covers (Set),5.06,6.15,7.23,ItsDeductible 2024,2024-01-01,kitchen oven burner covers (set),Oven Burner Covers (Set)
1053,12,Paper Towel Holder,,Paper Towel Holder,6.2,7.53,8.86,ItsDeductible 2024,2024-01-01,kitchen paper towel holder,Paper Towel Holder
1054,12,Pasta Maker,,Pasta Maker,14.74,17.9,21.05,ItsDeductible 2024,2024-01-01,kitchen pasta maker,Pasta Maker
1055,12,Percolator/Urn,,Percolator/Urn,16.93,20.56,24.18,ItsDeductible 2024,2024-01-01,kitchen percolator/urn,Percolator/Urn
1056,12,Picnic Basket,,Picnic Basket,6.61,8.03,9.44,ItsDeductible 2024,2024-01-01,kitchen picnic basket,Picnic Basket
1057,12,Pie Plate,,Pie Plate,4.61,5.6,6.58,ItsDeductible 2024,2024-01-01,kitchen pie plate,Pie Plate
1058,12,Pitcher,,Pitcher,8.11,9.85,11.59,ItsDeductible 2024,2024-01-01,kitchen pitcher,Pitcher
1059,12,Pizza Cutter,,Pizza Cutter,4.68,5.68,6.68,ItsDeductible 2024,2024-01-01,kitchen pizza cutter,Pizza Cutter
1060,12,Pizza Pan,,Pizza Pan,6.51,7.91,9.3,ItsDeductible 2024,2024-01-01,kitchen pizza pan,Pizza Pan
1061,12,Plastic Storage Container,,Plastic Storage Container,5.75,6.99,8.22,ItsDeductible 2024,2024-01-01,kitchen plastic storage container,Plastic Storage Container
1062,12,Pop Can Rack,,Pop Can Rack,2.65,3.22,3.78,ItsDeductible 2024,2024-01-01,kitchen pop can rack,Pop Can Rack
1063,12,Quiche Pan,,Quiche Pan,5.57,6.76,7.95,ItsDeductible 2024,2024-01-01,kitchen quiche pan,Quiche Pan
1064,12,Recipe Box,,Recipe Box,6.57,7.98,9.38,ItsDeductible 2024,2024-01-01,kitchen recipe box,Recipe Box
1065,12,Roast Pan,,Roast Pan,10.97,13.32,15.67,ItsDeductible 2024,2024-01-01,kitchen roast pan,Roast Pan
1066,12,Rolling Pin,,Rolling Pin,5.75,6.99,8.22,ItsDeductible 2024,2024-01-01,kitchen rolling pin,Rolling Pin
1067,12,Round Cake Pan,,Round Cake Pan,4.99,6.06,7.13,ItsDeductible 2024,2024-01-01,kitchen round cake pan,Round Cake Pan
1068,12,Salad Shooter,,Salad Shooter,7.44,9.04,10.63,ItsDeductible 2024,2024-01-01,kitchen salad shooter,Salad Shooter
1069,12,Salt & Pepper Shakers (Set),,Salt & Pepper Shakers (Set),6.01,7.3,8.58,ItsDeductible 2024,2024-01-01,kitchen salt pepper shakers (set),Salt & Pepper Shakers (Set)
1070,12,Sandwich Maker,,Sandwich Maker,8.95,10.87,12.79,ItsDeductible 2024,2024-01-01,kitchen sandwich maker,Sandwich Maker
1071,12,Sauce Pan,,Sauce Pan,7.95,9.65,11.35,ItsDeductible 2024,2024-01-01,kitchen sauce pan,Sauce Pan
1072,12,Saucer,,Saucer,3.61,4.38,5.15,ItsDeductible 2024,2024-01-01,kitchen saucer,Saucer
1073,12,Saute Pan,,Saute Pan,11.49,13.96,16.42,ItsDeductible 2024,2024-01-01,kitchen saute pan,Saute Pan
1074,12,Serving Dish,,Serving Dish,8.53,10.36,12.18,ItsDeductible 2024,2024-01-01,kitchen serving dish,Serving Dish
1075,12,Serving Tray,,Serving Tray,10.45,12.69,14.93,ItsDeductible 2024,2024-01-01,kitchen serving tray,Serving Tray
1076,12,Slow Cooker/Crock Pot,,Slow Cooker/Crock Pot,10.89,13.23,15.56,ItsDeductible 2024,2024-01-01,kitchen slow cooker/crock pot,Slow Cooker/Crock Pot
1077,12,Souffle Dish,,Souffle Dish,6.68,8.11,9.54,ItsDeductible 2024,2024-01-01,kitchen souffle dish,Souffle Dish
1078,12,Soup Spoon,,Soup Spoon,1.51,1.84,2.16,ItsDeductible 2024,2024-01-01,kitchen soup spoon,Soup Spoon
1079,12,Spatula,,Spatula,4.22,5.13,6.03,ItsDeductible 2024,2024-01-01,kitchen spatula,Spatula
1080,12,Spice Rack,,Spice Rack,7.32,8.89,10.45,ItsDeductible 2024,2024-01-01,kitchen spice rack,Spice Rack
1081,12,Spoon,,Spoon,4.2,5.1,6.0,ItsDeductible 2024,2024-01-01,kitchen spoon,Spoon
1082,12,Spoon Rest,,Spoon Rest,3.63,4.41,5.18,ItsDeductible 2024,2024-01-01,kitchen spoon rest,Spoon Rest
1083,12,Spring Form Pan,,Spring Form Pan,5.07,6.16,7.24,ItsDeductible 2024,2024-01-01,kitchen spring form pan,Spring Form Pan
1084,12,Square Cake Pan,,Square Cake Pan,6.25,7.59,8.93,ItsDeductible 2024,2024-01-01,kitchen square cake pan,Square Cake Pan
1085,12,Steak Knife,,Steak Knife,6.53,7.93,9.33,ItsDeductible 2024,2024-01-01,kitchen steak knife,Steak Knife
1086,12,Steamer,,Steamer,10.57,12.84,15.1,ItsDeductible 2024,2024-01-01,kitchen steamer,Steamer
1087,12,Stock Pot,,Stock Pot,10.65,12.93,15.21,ItsDeductible 2024,2024-01-01,kitchen stock pot,Stock Pot
1088,12,Strainer,,Strainer,5.18,6.29,7.4,ItsDeductible 2024,2024-01-01,kitchen strainer,Strainer
1089,12,Tart Pan,,Tart Pan,5.75,6.98,8.21,ItsDeductible 2024,2024-01-01,kitchen tart pan,Tart Pan
1090,12,Tea Kettle,,Tea Kettle,9.12,11.08,13.03,ItsDeductible 2024,2024-01-01,kitchen tea kettle,Tea Kettle
1091,12,Tea Pot,,Tea Pot,9.12,11.08,13.03,ItsDeductible 2024,2024-01-01,kitchen tea pot,Tea Pot
1092,12,Tea Spoon,,Tea Spoon,1.51,1.84,2.16,ItsDeductible 2024,2024-01-01,kitchen tea spoon,Tea Spoon
1093,12,Thermos,,Thermos,6.71,8.15,9.59,ItsDeductible 2024,2024-01-01,kitchen thermos,Thermos
