Item Category,Item Description, Excellent,Very Good,Good
"Clothing, Footwear & Accessories",Women's Undergarments: Bra,$8.55 ,$7.27 ,$5.99 
"Clothing, Footwear & Accessories",Women's Undergarments: Girdle,$7.72 ,$6.56 ,$5.40 
"Clothing, Footwear & Accessories",Women's Undergarments: Slip: Full,$7.72 ,$6.56 ,$5.40 
"Clothing, Footwear & Accessories",Women's Undergarments: Slip: Half,$5.69 ,$4.84 ,$3.98 
"Clothing, Footwear & Accessories",Women's Undergarments: Socks,$2.75 ,$2.34 ,$1.93 
"Clothing, Footwear & Accessories",Women's Undergarments: Thermal Pants,$6.97 ,$5.93 ,$4.88 
"Clothing, Footwear & Accessories",Women's Undergarments: Thermal Shirt,$7.47 ,$6.35 ,$5.23 
"Clothing, Footwear & Accessories",Women's Undergarments: Underwear,$4.15 ,$3.53 ,$2.91 
"Clothing, Footwear & Accessories",Women's Wig,$18.69 ,$15.89 ,$13.08 
"Clothing, Footwear & Accessories",Wristwatch: Adult,$30.01 ,$25.51 ,$21.01 
"Clothing, Footwear & Accessories",Wristwatch: Youth,$11.82 ,$10.05 ,$8.27 
Computers & Office,All-in-One,$19.18 ,$16.31 ,$13.43 
Computers & Office,Bulletin Board,$14.49 ,$12.32 ,$10.14 
Computers & Office,Calculator: Financial,$9.94 ,$8.45 ,$6.96 
Computers & Office,Calculator: Printing,$10.79 ,$9.17 ,$7.55 
Computers & Office,Calculator: Scientific,$10.65 ,$9.06 ,$7.46 
Computers & Office,Chalkboard,$17.06 ,$14.50 ,$11.94 
Computers & Office,Computer Keyboard: Corded: PS2,$9.60 ,$8.16 ,$6.72 
Computers & Office,Computer Keyboard: Corded: USB,$13.03 ,$11.08 ,$9.12 
Computers & Office,Computer Keyboard: Cordless,$12.63 ,$10.74 ,$8.84 
Computers & Office,Computer Microphone,$79.74 ,$67.78 ,$55.82 
Computers & Office,Computer Monitor: CRT: 15 inch,$48.34 ,$41.09 ,$33.84 
Computers & Office,Computer Monitor: CRT: 17 inch,$44.71 ,$38.01 ,$31.30 
Computers & Office,Computer Monitor: CRT: 19 inch,$55.74 ,$47.38 ,$39.02 
Computers & Office,Computer Monitor: CRT: 21 inch,$37.38 ,$31.78 ,$26.17 
Computers & Office,Computer Monitor: LCD: 15 inch,$31.56 ,$26.83 ,$22.09 
Computers & Office,Computer Monitor: LCD: 17 inch,$34.12 ,$29.00 ,$23.88 
Computers & Office,Computer Monitor: LCD: 19 inch,$37.73 ,$32.07 ,$26.41 
Computers & Office,Computer Monitor: LCD: 21 inch,$41.71 ,$35.46 ,$29.20 
Computers & Office,Computer Speakers (Pair),$36.02 ,$30.62 ,$25.21 
Computers & Office,Electric Typewriter,$53.51 ,$45.49 ,$37.46 
Computers & Office,Fax Machine,$25.71 ,$21.86 ,$18.00 
Computers & Office,File Box,$7.72 ,$6.56 ,$5.40 
Computers & Office,Flatbed Scanner,$44.07 ,$37.46 ,$30.85 
Computers & Office,Hole Punch: One Hole,$3.87 ,$3.29 ,$2.71 
Computers & Office,Hole Punch: Three Hole,$6.61 ,$5.62 ,$4.63 
Computers & Office,Hub: 12 Port,$13.44 ,$11.43 ,$9.41 
Computers & Office,Hub: 16 Port,$19.64 ,$16.70 ,$13.75 
Computers & Office,Hub: 24 Port,$28.11 ,$23.90 ,$19.68 
Computers & Office,Hub: 4 Port,$7.72 ,$6.56 ,$5.40 
Computers & Office,Hub: 5 Port,$10.87 ,$9.24 ,$7.61 
Computers & Office,Hub: 6 Port,$9.91 ,$8.43 ,$6.94 
Computers & Office,Hub: 8 Port,$17.23 ,$14.65 ,$12.06 
Computers & Office,Laptop Battery: Li-Ion: Compaq,$15.94 ,$13.55 ,$11.16 
Computers & Office,Laptop Battery: Li-Ion: Dell,$22.01 ,$18.71 ,$15.41 
Computers & Office,Laptop Battery: Li-Ion: Hewlett-Packard,$16.91 ,$14.38 ,$11.84 
Computers & Office,Laptop Battery: Li-Ion: IBM,$18.60 ,$15.81 ,$13.02 
Computers & Office,Laptop Battery: Li-Ion: Other,$16.32 ,$13.87 ,$11.42 
Computers & Office,Laptop Battery: Li-Ion: Sony,$19.16 ,$16.29 ,$13.41 
Computers & Office,Laptop Battery: Li-Ion: Toshiba,$18.07 ,$15.36 ,$12.65 
Computers & Office,Laptop Battery: NiMH,$25.55 ,$21.72 ,$17.89 
Computers & Office,Laptop Battery: Other,$18.52 ,$15.74 ,$12.96 
Computers & Office,Laptop Case,$11.81 ,$10.04 ,$8.27 
Computers & Office,Letter/Mail Holder,$10.20 ,$8.67 ,$7.14 
Computers & Office,Modem: Cable,$21.60 ,$18.36 ,$15.12 
Computers & Office,Modem: External: 33K,$10.12 ,$8.60 ,$7.08 
Computers & Office,Modem: External: 56K,$12.69 ,$10.79 ,$8.88 
Computers & Office,Modem: Internal: 33K,$7.72 ,$6.56 ,$5.40 
Computers & Office,Modem: Internal: 56K,$8.41 ,$7.15 ,$5.89 
Computers & Office,"Modem: Laptop, PCMCIA: 56K",$6.93 ,$5.89 ,$4.85 
Computers & Office,Mouse,$9.50 ,$8.08 ,$6.65 
Computers & Office,Mouse Pad,$6.34 ,$5.39 ,$4.44 
Computers & Office,Organizer/Day Planner,$11.02 ,$9.37 ,$7.71 
Computers & Office,Overhead Projector,$42.01 ,$35.71 ,$29.41 
Computers & Office,Paper Shredder: Cross Cut,$24.79 ,$21.07 ,$17.35 
Computers & Office,Paper Shredder: Strip Cut,$18.66 ,$15.86 ,$13.06 
Computers & Office,PDA,$19.46 ,$16.54 ,$13.62 
Computers & Office,Pencil Case,$4.18 ,$3.56 ,$2.93 
Computers & Office,Pencil Sharpener: Electric,$11.10 ,$9.44 ,$7.77 
Computers & Office,Pencil Sharpener: Manual (Mounted),$6.96 ,$5.92 ,$4.87 
Computers & Office,Printer Cable,$5.21 ,$4.43 ,$3.65 
Computers & Office,Printer: Dot  Matrix,$71.17 ,$60.50 ,$49.82 
Computers & Office,Printer: Ink Jet,$50.63 ,$43.04 ,$35.44 
Computers & Office,Printer: Laser,$58.30 ,$49.56 ,$40.81 
Computers & Office,Surge Protector,$16.63 ,$14.14 ,$11.64 
Computers & Office,Voice Recorder: Digital,$17.78 ,$15.12 ,$12.45 
Computers & Office,Voice Recorder: Micro Cassette,$14.31 ,$12.17 ,$10.02 
Computers & Office,Word Processor,$33.59 ,$28.55 ,$23.51 
"Furniture, Lighting & Home Decor",Area Rug,$16.29 ,$13.85 ,$11.40 
"Furniture, Lighting & Home Decor",Armoire,$150.92 ,$128.28 ,$105.64 
"Furniture, Lighting & Home Decor",Artificial Christmas Tree,$26.63 ,$22.64 ,$18.64 
"Furniture, Lighting & Home Decor",Ash Tray,$6.76 ,$5.75 ,$4.73 
"Furniture, Lighting & Home Decor",Bakers Rack,$47.44 ,$40.33 ,$33.21 
"Furniture, Lighting & Home Decor",Bar Stool,$31.18 ,$26.51 ,$21.83 
"Furniture, Lighting & Home Decor",Barometer,$23.66 ,$20.11 ,$16.56 
"Furniture, Lighting & Home Decor",Bath Mat,$8.94 ,$7.60 ,$6.26 
"Furniture, Lighting & Home Decor",Bath Rug,$10.90 ,$9.27 ,$7.63 
"Furniture, Lighting & Home Decor",Bath Towel,$5.32 ,$4.52 ,$3.72 
"Furniture, Lighting & Home Decor",Bathroom Tumbler,$4.97 ,$4.23 ,$3.48 
"Furniture, Lighting & Home Decor",Bean Bag Chair: Adult,$29.02 ,$24.67 ,$20.31 
"Furniture, Lighting & Home Decor",Bean Bag Chair: Youth,$19.72 ,$16.76 ,$13.80 
"Furniture, Lighting & Home Decor",Bed Frame,$51.11 ,$43.45 ,$35.78 
"Furniture, Lighting & Home Decor",Bookshelf,$29.15 ,$24.78 ,$20.41 
"Furniture, Lighting & Home Decor",Box Spring,$52.53 ,$44.65 ,$36.77 
"Furniture, Lighting & Home Decor",Breakfast Tray,$15.21 ,$12.93 ,$10.65 
"Furniture, Lighting & Home Decor",Candle Holder: Pillar,$9.09 ,$7.73 ,$6.36 
"Furniture, Lighting & Home Decor",Candle Holder: Taper,$7.79 ,$6.62 ,$5.45 
"Furniture, Lighting & Home Decor",Candle Holder: Tea Light,$6.81 ,$5.79 ,$4.77 
"Furniture, Lighting & Home Decor",Candle Holder: Votive,$6.00 ,$5.10 ,$4.20 
"Furniture, Lighting & Home Decor",Candy Dish,$9.43 ,$8.02 ,$6.60 
"Furniture, Lighting & Home Decor",Card Table,$20.08 ,$17.07 ,$14.06 
"Furniture, Lighting & Home Decor",Chair: Rocking/Reclining,$59.02 ,$50.17 ,$41.31 
"Furniture, Lighting & Home Decor",Chair: Stationary,$32.75 ,$27.84 ,$22.93 
"Furniture, Lighting & Home Decor",Chest of Drawers,$75.46 ,$64.14 ,$52.82 
"Furniture, Lighting & Home Decor",China Hutch,$138.92 ,$118.08 ,$97.24 
"Furniture, Lighting & Home Decor",Christmas: Electric Window Candle,$9.06 ,$7.70 ,$6.34 
"Furniture, Lighting & Home Decor",Christmas: Stocking,$8.22 ,$6.99 ,$5.75 
"Furniture, Lighting & Home Decor",Christmas: Tree Ornament,$4.46 ,$3.79 ,$3.12 
"Furniture, Lighting & Home Decor",Christmas: Tree Ornaments (Boxed Set),$9.67 ,$8.22 ,$6.77 
"Furniture, Lighting & Home Decor",Christmas: Tree Stand,$19.03 ,$16.18 ,$13.32 
"Furniture, Lighting & Home Decor",Christmas: Tree Topper,$9.72 ,$8.26 ,$6.80 
"Furniture, Lighting & Home Decor",Christmas: Wreath,$11.34 ,$9.64 ,$7.94 
"Furniture, Lighting & Home Decor",Coasters (Set),$7.88 ,$6.70 ,$5.52 
"Furniture, Lighting & Home Decor",Coffee Table,$58.38 ,$49.63 ,$40.87 
"Furniture, Lighting & Home Decor",Computer Desk,$54.91 ,$46.68 ,$38.44 
"Furniture, Lighting & Home Decor",Curio Cabinet,$119.69 ,$101.74 ,$83.78 
"Furniture, Lighting & Home Decor",Desk Chair,$40.64 ,$34.55 ,$28.45 
"Furniture, Lighting & Home Decor",Desktop Charging Station,$16.11 ,$13.70 ,$11.28 
"Furniture, Lighting & Home Decor",Desktop Valet,$14.23 ,$12.10 ,$9.96 
"Furniture, Lighting & Home Decor",Dining Chair,$23.87 ,$20.29 ,$16.71 
"Furniture, Lighting & Home Decor",Dining Table,$148.52 ,$126.24 ,$103.96 
"Furniture, Lighting & Home Decor",Door Draft Stop,$8.48 ,$7.21 ,$5.94 
"Furniture, Lighting & Home Decor",Dresser w/Mirror,$94.67 ,$80.47 ,$66.27 
"Furniture, Lighting & Home Decor",Dresser w/o Mirror,$88.57 ,$75.29 ,$62.00 
"Furniture, Lighting & Home Decor",Electric Jack O Lantern,$10.45 ,$8.89 ,$7.32 
"Furniture, Lighting & Home Decor",End Table,$33.96 ,$28.87 ,$23.77 
"Furniture, Lighting & Home Decor",Entertainment Center,$101.07 ,$85.91 ,$70.75 
"Furniture, Lighting & Home Decor",Fabric Wall Hanging,$17.12 ,$14.55 ,$11.98 
"Furniture, Lighting & Home Decor",Faux Flower Arrangement,$11.82 ,$10.05 ,$8.27 
"Furniture, Lighting & Home Decor",Faux Plant,$10.15 ,$8.63 ,$7.11 
"Furniture, Lighting & Home Decor",Filing Cabinet,$46.31 ,$39.37 ,$32.42 
"Furniture, Lighting & Home Decor",Fireplace Screen,$36.35 ,$30.90 ,$25.45 
"Furniture, Lighting & Home Decor",Fireplace Tool Set,$29.83 ,$25.36 ,$20.88 
"Furniture, Lighting & Home Decor",Firewood Carrier,$17.49 ,$14.87 ,$12.24 
"Furniture, Lighting & Home Decor",Firewood Holder or Stand,$20.07 ,$17.06 ,$14.05 
"Furniture, Lighting & Home Decor",Framed Art Print,$21.29 ,$18.10 ,$14.90 
"Furniture, Lighting & Home Decor",Futon,$80.60 ,$68.51 ,$56.42 
"Furniture, Lighting & Home Decor",Game Table,$29.70 ,$25.25 ,$20.79 
"Furniture, Lighting & Home Decor",Glass/Ceramic Vase,$16.96 ,$14.42 ,$11.87 
"Furniture, Lighting & Home Decor",Hand Towel,$3.94 ,$3.35 ,$2.76 
"Furniture, Lighting & Home Decor",Hat Rack,$15.60 ,$13.26 ,$10.92 
"Furniture, Lighting & Home Decor",Headboard,$82.32 ,$69.97 ,$57.62 
"Furniture, Lighting & Home Decor",Jewelry Armoire,$49.05 ,$41.70 ,$34.34 
"Furniture, Lighting & Home Decor",Jewelry Box,$16.43 ,$13.97 ,$11.50 
"Furniture, Lighting & Home Decor",Kitchen Chair,$27.44 ,$23.33 ,$19.21 
"Furniture, Lighting & Home Decor",Kitchen Table,$46.72 ,$39.71 ,$32.70 
"Furniture, Lighting & Home Decor",Lamp Shade,$13.72 ,$11.66 ,$9.60 
"Furniture, Lighting & Home Decor",Lamp: Desk,$20.92 ,$17.78 ,$14.64 
"Furniture, Lighting & Home Decor",Lamp: Floor,$24.35 ,$20.70 ,$17.05 
"Furniture, Lighting & Home Decor",Lamp: Table,$24.35 ,$20.70 ,$17.05 
"Furniture, Lighting & Home Decor",Light Fixture: Chandelier,$50.07 ,$42.56 ,$35.05 
"Furniture, Lighting & Home Decor",Light Fixture: Fluorescent,$18.68 ,$15.88 ,$13.08 
"Furniture, Lighting & Home Decor",Light Fixture: House or Porch Mounted,$23.15 ,$19.68 ,$16.21 
"Furniture, Lighting & Home Decor",Light Fixture: Pendant,$24.69 ,$20.99 ,$17.28 
"Furniture, Lighting & Home Decor",Light Fixture: Post Mounted,$48.00 ,$40.80 ,$33.60 
"Furniture, Lighting & Home Decor",Love Seat,$115.94 ,$98.55 ,$81.16 
"Furniture, Lighting & Home Decor",Mantel/Shelf Clock,$22.45 ,$19.09 ,$15.72 
"Furniture, Lighting & Home Decor",Mattress,$53.51 ,$45.49 ,$37.46 
"Furniture, Lighting & Home Decor",Metal Folding Chair,$15.95 ,$13.56 ,$11.17 
"Furniture, Lighting & Home Decor",Microwave Cart,$46.32 ,$39.37 ,$32.42 
"Furniture, Lighting & Home Decor",Mobile Kitchen Island,$80.26 ,$68.22 ,$56.18 
"Furniture, Lighting & Home Decor",Night Light,$5.82 ,$4.95 ,$4.07 
"Furniture, Lighting & Home Decor",Nightstand,$55.57 ,$47.24 ,$38.90 
"Furniture, Lighting & Home Decor",Office Chair,$50.99 ,$43.34 ,$35.69 
"Furniture, Lighting & Home Decor",Oil Lamp,$19.48 ,$16.56 ,$13.64 
"Furniture, Lighting & Home Decor",Ottoman,$49.60 ,$42.16 ,$34.72 
"Furniture, Lighting & Home Decor",Pantry Cupboard,$87.47 ,$74.35 ,$61.23 
"Furniture, Lighting & Home Decor",Photo Album,$6.79 ,$5.77 ,$4.75 
"Furniture, Lighting & Home Decor",Photo Box,$4.77 ,$4.06 ,$3.34 
"Furniture, Lighting & Home Decor",Picture Frame,$7.88 ,$6.70 ,$5.52 
"Furniture, Lighting & Home Decor",Plant Stand,$20.39 ,$17.33 ,$14.27 
"Furniture, Lighting & Home Decor",Plastic Pumpkin Candy Bucket,$3.63 ,$3.09 ,$2.54 
"Furniture, Lighting & Home Decor",Printer Cart,$19.20 ,$16.32 ,$13.44 
"Furniture, Lighting & Home Decor",Roll Top Desk,$168.07 ,$142.86 ,$117.65 
"Furniture, Lighting & Home Decor",Secretary Desk,$115.94 ,$98.55 ,$81.16 
"Furniture, Lighting & Home Decor",Shower Curtain,$10.60 ,$9.01 ,$7.42 
"Furniture, Lighting & Home Decor",Shower Curtain Hooks,$5.28 ,$4.49 ,$3.70 
"Furniture, Lighting & Home Decor",Shower Curtain Rod,$8.39 ,$7.13 ,$5.87 
"Furniture, Lighting & Home Decor",Sideboard Buffet,$75.46 ,$64.14 ,$52.82 
"Furniture, Lighting & Home Decor",Slip Cover: Chair,$21.88 ,$18.60 ,$15.32 
"Furniture, Lighting & Home Decor",Slip Cover: Couch,$38.39 ,$32.63 ,$26.87 
"Furniture, Lighting & Home Decor",Slip Cover: Futon,$21.29 ,$18.10 ,$14.90 
"Furniture, Lighting & Home Decor",Slip Cover: Loveseat,$36.61 ,$31.12 ,$25.63 
"Furniture, Lighting & Home Decor",Soap Dish,$6.00 ,$5.10 ,$4.20 
"Furniture, Lighting & Home Decor",Soap Pump,$7.86 ,$6.68 ,$5.50 
"Furniture, Lighting & Home Decor",Sofa,$126.43 ,$107.47 ,$88.50 
"Furniture, Lighting & Home Decor",Statue/Figurine,$23.15 ,$19.68 ,$16.21 
"Furniture, Lighting & Home Decor",Tissue Box Cover,$7.51 ,$6.39 ,$5.26 
"Furniture, Lighting & Home Decor",Toothbrush Holder,$6.64 ,$5.65 ,$4.65 
"Furniture, Lighting & Home Decor",Trundle/Day Bed,$136.52 ,$116.04 ,$95.56 
"Furniture, Lighting & Home Decor",TV Stand,$45.21 ,$38.43 ,$31.65 
"Furniture, Lighting & Home Decor",TV Tray (Individual),$16.51 ,$14.04 ,$11.56 
"Furniture, Lighting & Home Decor",TV Trays (Set),$24.22 ,$20.59 ,$16.95 
"Furniture, Lighting & Home Decor",Vanity,$54.88 ,$46.65 ,$38.42 
"Furniture, Lighting & Home Decor",Wall Clock,$16.57 ,$14.09 ,$11.60 
"Furniture, Lighting & Home Decor",Wall Mirror,$25.91 ,$22.03 ,$18.14 
"Furniture, Lighting & Home Decor",Wash Cloth,$2.83 ,$2.41 ,$1.98 
"Furniture, Lighting & Home Decor",Welcome Mat,$13.63 ,$11.59 ,$9.54 
"Furniture, Lighting & Home Decor",Wicker/Wooden Basket,$10.48 ,$8.91 ,$7.34 
"Furniture, Lighting & Home Decor",Window Coverings: Blinds,$16.65 ,$14.16 ,$11.66 
"Furniture, Lighting & Home Decor",Window Coverings: Curtain Rod,$7.99 ,$6.79 ,$5.59 
"Furniture, Lighting & Home Decor",Window Coverings: Curtain Tie Backs (Set),$9.43 ,$8.02 ,$6.60 
"Furniture, Lighting & Home Decor",Window Coverings: Curtains,$19.53 ,$16.60 ,$13.67 
"Furniture, Lighting & Home Decor",Window Coverings: Valance,$11.79 ,$10.02 ,$8.25 
"Furniture, Lighting & Home Decor",Wine Rack,$19.00 ,$16.15 ,$13.30 
"Furniture, Lighting & Home Decor",Wooden Wall Shelf,$17.13 ,$14.56 ,$11.99 
Health & Beauty,Back Massager,$21.60 ,$18.36 ,$15.12 
Health & Beauty,Bath Spa,$20.95 ,$17.81 ,$14.67 
Health & Beauty,Bathroom Scale,$15.04 ,$12.79 ,$10.53 
Health & Beauty,Cane,$13.01 ,$11.06 ,$9.11 
Health & Beauty,Crutches (Pair),$30.02 ,$25.52 ,$21.01 
Health & Beauty,Curling Iron: Standard,$17.76 ,$15.10 ,$12.43 
Health & Beauty,Curling Iron: Travel,$10.79 ,$9.17 ,$7.55 
Health & Beauty,Electric Curlers,$13.03 ,$11.08 ,$9.12 
Health & Beauty,Electric Heating Pad,$9.60 ,$8.16 ,$6.72 
Health & Beauty,Electric Make-up Mirror,$18.51 ,$15.74 ,$12.96 
Health & Beauty,Electric Razor,$20.41 ,$17.35 ,$14.29 
Health & Beauty,Electric Toothbrush,$12.51 ,$10.64 ,$8.76 
Health & Beauty,Epilator,$20.92 ,$17.78 ,$14.64 
Health & Beauty,Foot Bath,$20.41 ,$17.35 ,$14.29 
Health & Beauty,Foot Massager,$20.06 ,$17.05 ,$14.04 
Health & Beauty,Hair Braider,$10.65 ,$9.06 ,$7.46 
Health & Beauty,Hair Clippers,$12.35 ,$10.50 ,$8.65 
Health & Beauty,Hair Dryer: Standard,$11.87 ,$10.09 ,$8.31 
Health & Beauty,Hair Dryer: Travel,$10.79 ,$9.17 ,$7.55 
Health & Beauty,Hand Mirror,$9.51 ,$8.09 ,$6.66 
Health & Beauty,Humidifiers/Vaporizer: 1-3 Gallon,$16.77 ,$14.26 ,$11.74 
Health & Beauty,Humidifiers/Vaporizer: 10-15 Gallon,$21.08 ,$17.92 ,$14.76 
Health & Beauty,Humidifiers/Vaporizer: 4-6 Gallon,$19.35 ,$16.45 ,$13.55 
Health & Beauty,Humidifiers/Vaporizer: 7-9 Gallon,$22.46 ,$19.09 ,$15.72 
Health & Beauty,Manual Wheel Chair,$129.19 ,$109.81 ,$90.43 
Health & Beauty,Nail Care Kit,$9.69 ,$8.24 ,$6.78 
Health & Beauty,Neck Support Cushion,$7.65 ,$6.51 ,$5.36 
Health & Beauty,Reading Glasses,$8.71 ,$7.41 ,$6.10 
Health & Beauty,Seat: Shower,$19.97 ,$16.98 ,$13.98 
Health & Beauty,Seat: Toilet,$16.54 ,$14.06 ,$11.58 
Health & Beauty,Shower Caddy,$10.08 ,$8.57 ,$7.06 
Health & Beauty,Straightening Iron,$12.32 ,$10.47 ,$8.62 
Health & Beauty,Walker,$31.97 ,$27.18 ,$22.38 
Health & Beauty,Water Pik,$17.48 ,$14.86 ,$12.24 
Home Audio & Video,Alarm Clock Radio: AM/FM,$12.68 ,$10.78 ,$8.88 
Home Audio & Video,Alarm Clock Radio: AM/FM w/Telephone,$12.68 ,$10.78 ,$8.88 
Home Audio & Video,Alarm Clock Radio: Cassette Player,$12.68 ,$10.78 ,$8.88 
Home Audio & Video,Alarm Clock Radio: CD Player,$15.60 ,$13.26 ,$10.92 
Home Audio & Video,Camcorder Battery,$11.55 ,$9.82 ,$8.09 
Home Audio & Video,Camcorder Charger,$10.78 ,$9.17 ,$7.55 
Home Audio & Video,Camcorder: Analog: 8mm,$49.21 ,$41.83 ,$34.45 
Home Audio & Video,Camcorder: Analog: Hi8,$62.65 ,$53.26 ,$43.86 
Home Audio & Video,Camcorder: Analog: Super-VHS,$46.06 ,$39.15 ,$32.24 
Home Audio & Video,Camcorder: Analog: Super-VHS-C,$44.99 ,$38.24 ,$31.49 
Home Audio & Video,Camcorder: Analog: VHS,$32.59 ,$27.70 ,$22.81 
Home Audio & Video,Camcorder: Analog: VHS-C,$29.15 ,$24.78 ,$20.41 
Home Audio & Video,Camcorder: Digital: Digital 8,$62.08 ,$52.77 ,$43.46 
Home Audio & Video,Camcorder: Digital: DV,$54.88 ,$46.65 ,$38.42 
Home Audio & Video,Camcorder: Digital: DVD,$46.31 ,$39.37 ,$32.42 
Home Audio & Video,Camcorder: Digital: MiniDV,$46.31 ,$39.37 ,$32.42 
Home Audio & Video,Cassette Player: Dual,$26.40 ,$22.44 ,$18.48 
Home Audio & Video,Cassette Player: Single,$25.19 ,$21.41 ,$17.63 
Home Audio & Video,CD Player: Multi Disc,$29.83 ,$25.36 ,$20.88 
Home Audio & Video,CD Player: Recorder: Multi Disc,$35.89 ,$30.51 ,$25.12 
Home Audio & Video,CD Player: Recorder: Single Disk,$29.84 ,$25.37 ,$20.89 
Home Audio & Video,CD Player: Single Disc,$20.57 ,$17.49 ,$14.40 
Home Audio & Video,DVD Player,$22.29 ,$18.95 ,$15.60 
Home Audio & Video,DVD/VCR Combo,$32.24 ,$27.41 ,$22.57 
Home Audio & Video,Ear Buds,$16.52 ,$14.04 ,$11.56 
Home Audio & Video,Equalizer,$48.83 ,$41.51 ,$34.18 
Home Audio & Video,Headphones,$22.44 ,$19.08 ,$15.71 
Home Audio & Video,Karaoke Machine,$46.31 ,$39.37 ,$32.42 
Home Audio & Video,Laserdisc Player,$76.02 ,$64.62 ,$53.21 
Home Audio & Video,Microphone,$35.77 ,$30.41 ,$25.04 
Home Audio & Video,Movie Projector: 16mm,$51.94 ,$44.15 ,$36.36 
Home Audio & Video,Movie Projector: 8mm,$38.22 ,$32.49 ,$26.75 
Home Audio & Video,Movie Projector: Super 8,$51.94 ,$44.15 ,$36.36 
Home Audio & Video,Movie Screen: 30x40,$47.65 ,$40.51 ,$33.36 
Home Audio & Video,Movie Screen: 40x40,$49.37 ,$41.97 ,$34.56 
Home Audio & Video,Movie Screen: 48x48,$42.51 ,$36.14 ,$29.76 
Home Audio & Video,Movie Screen: 50x50,$49.37 ,$41.97 ,$34.56 
Home Audio & Video,Movie Screen: 60x60,$47.65 ,$40.51 ,$33.36 
Home Audio & Video,Movie Screen: 70x70,$49.37 ,$41.97 ,$34.56 
Home Audio & Video,Receiver,$48.73 ,$41.42 ,$34.11 
Home Audio & Video,Reel To Reel Player/Recorder,$83.52 ,$70.99 ,$58.46 
Home Audio & Video,Satellite Receiver,$23.83 ,$20.26 ,$16.68 
Home Audio & Video,Slide Projector,$33.96 ,$28.87 ,$23.77 
Home Audio & Video,Speaker Stand,$27.78 ,$23.62 ,$19.45 
Home Audio & Video,Speaker: Bluetooth,$21.43 ,$18.22 ,$15.00 
Home Audio & Video,Speaker: Center Channel,$61.84 ,$52.57 ,$43.29 
Home Audio & Video,Speakers: Bookshelf (Pair),$41.89 ,$35.61 ,$29.32 
Home Audio & Video,Speakers: Floor Standing (Pair),$55.67 ,$47.32 ,$38.97 
Home Audio & Video,Speakers: Surround (Set),$45.10 ,$38.34 ,$31.57 
Home Audio & Video,Stereo Shelf System,$58.31 ,$49.57 ,$40.82 
Home Audio & Video,Television: CRT: 10-16 inch,$38.25 ,$32.52 ,$26.78 
Home Audio & Video,Television: CRT: 17-20 inch,$45.44 ,$38.63 ,$31.81 
Home Audio & Video,Television: CRT: 21-25 inch,$55.90 ,$47.52 ,$39.13 
Home Audio & Video,Television: CRT: 26-30 inch,$55.23 ,$46.95 ,$38.66 
Home Audio & Video,Television: CRT: 31-32 inch,$55.91 ,$47.53 ,$39.14 
Home Audio & Video,Television: CRT: 33-36 inch,$58.99 ,$50.14 ,$41.29 
Home Audio & Video,Television: LCD: 10-19 inch,$59.34 ,$50.44 ,$41.54 
Home Audio & Video,Television: LCD: 20-29 inch,$64.14 ,$54.52 ,$44.90 
Home Audio & Video,Television: LCD: 30-39 inch,$92.61 ,$78.72 ,$64.83 
Home Audio & Video,Television: LCD: 40-49 inch,$138.92 ,$118.08 ,$97.24 
Home Audio & Video,Television: LCD: 50 inch or larger,$177.68 ,$151.03 ,$124.38 
Home Audio & Video,Television: LCD: Pocket/Hand Held,$49.89 ,$42.41 ,$34.92 
Home Audio & Video,Television: Plasma: 30-39 inch,$65.02 ,$55.27 ,$45.51 
Home Audio & Video,Television: Plasma: 40-49 inch,$85.60 ,$72.76 ,$59.92 
Home Audio & Video,Television: Plasma: 50 inch or larger,$121.03 ,$102.88 ,$84.72 
Home Audio & Video,Television: Rear Projection: CRT: 50 inch or larger,$79.47 ,$67.55 ,$55.63 
Home Audio & Video,Television: Rear Projection: DLP: 40-49 inch,$88.83 ,$75.51 ,$62.18 
Home Audio & Video,Television: Rear Projection: DLP: 50 inch or larger,$122.79 ,$104.37 ,$85.95 
Home Audio & Video,Television: Rear Projection: LCD: 40-49 inch,$120.73 ,$102.62 ,$84.51 
Home Audio & Video,Television: Rear Projection: LCD: 50 inch or larger,$129.30 ,$109.91 ,$90.51 
Home Audio & Video,Tuner,$17.49 ,$14.87 ,$12.24 
Home Audio & Video,Turntable: Belt Drive,$59.98 ,$50.99 ,$41.99 
Home Audio & Video,Turntable: Direct Drive,$51.11 ,$43.45 ,$35.78 
Home Audio & Video,TV/VCR Combo: 10-13 inch,$33.27 ,$28.28 ,$23.29 
Home Audio & Video,TV/VCR Combo: 14-21inch,$36.02 ,$30.62 ,$25.21 
Home Audio & Video,TV/VCR Combo: 22-27 inch,$38.07 ,$32.36 ,$26.65 
Home Audio & Video,TV/VCR Combo: 5-9 inch,$30.18 ,$25.66 ,$21.13 
Home Audio & Video,TV/VCR/DVD Combo: 19-21 inch,$28.12 ,$23.90 ,$19.68 
Home Audio & Video,TV/VCR/DVD Combo: 22-27 inch,$28.46 ,$24.19 ,$19.92 
Home Audio & Video,Universal Remote Control,$8.25 ,$7.02 ,$5.78 
Home Audio & Video,VCR: Beta,$57.45 ,$48.84 ,$40.22 
Home Audio & Video,VCR: VHS,$27.43 ,$23.32 ,$19.20 
Home Audio & Video,Video Tape Rewinder,$9.25 ,$7.87 ,$6.48 
