name,ein,category,city,state,website,description
Spence School,131635286,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
School Of The Holy Child,131635305,Education,RYE,NY,,"Education organization in RYE, NY"
The Trustees Of The New York Society Library,131635307,Foundation,NEW YORK,NY,,"Foundation organization in NEW YORK, NY"
Saint Davids School,131655283,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Trinity Baptist Church,131656626,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Lexington School For The Deaf,131656666,Education,EAST ELMHURST,NY,,"Education organization in EAST ELMHURST, NY"
Manhattan School Of Music,131656667,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Second Presbyterian Church,131656696,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Hewitt School,131658789,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Mt Olivet Baptist Church,131659628,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
New York School Of Interior Design,131662715,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Henry George School Of Social Science,131677402,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Hoosac School,131687137,Education,HOOSICK,NY,,"Education organization in HOOSICK, NY"
New York Botanical Garden,131693134,Other,BRONX,NY,,"Other organization in BRONX, NY"
Phelps Memorial Hospital Association,131725076,Health,WESTBURY,NY,,"Health organization in WESTBURY, NY"
Baptist Home For The Aged,131739916,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Bedford Free Library,131739918,Other,BEDFORD,NY,,"Other organization in BEDFORD, NY"
Bethel Methodist Home,131739921,Other,CROTON HDSN,NY,,"Other organization in CROTON HDSN, NY"
Blythedale Childrens Hospital,131739922,Health,VALHALLA,NY,,"Health organization in VALHALLA, NY"
Chappaqua Central School District Public Library,131739944,Education,CHAPPAQUA,NY,,"Education organization in CHAPPAQUA, NY"
Croton Free Library,131739949,Other,CROTON HDSN,NY,,"Other organization in CROTON HDSN, NY"
Methodist Home For Nursing And Rehabilitation,131740003,Other,BRONX,NY,,"Other organization in BRONX, NY"
Palisades Free Library,131740017,Other,PALISADES,NY,,"Other organization in PALISADES, NY"
Westchester County Historical Society,131740068,Other,ELMSFORD,NY,,"Other organization in ELMSFORD, NY"
Montefiore Medical Center,131740114,Health,BRONX,NY,,"Health organization in BRONX, NY"
Northern Westchester Hospital Association,131740118,Health,WESTBURY,NY,,"Health organization in WESTBURY, NY"
Montefiore Nyack Hospital,131740119,Health,NYACK,NY,,"Health organization in NYACK, NY"
Hudson Valley Hospital Center,131740120,Health,CORTLANDT MNR,NY,,"Health organization in CORTLANDT MNR, NY"
St Barnabas Hospital,131740122,Health,BRONX,NY,,"Health organization in BRONX, NY"
St Johns Riverside Hospital,131740126,Health,YONKERS,NY,,"Health organization in YONKERS, NY"
St Josephs Hospital Yonkers,131740127,Health,YONKERS,NY,,"Health organization in YONKERS, NY"
White Plains Hospital Medical Center,131740130,Health,WHITE PLAINS,NY,,"Health organization in WHITE PLAINS, NY"
Bedford Park Presbyterian Church,131740139,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
First Baptist Church,131740245,Religious,BRONXVILLE,NY,,"Religious organization in BRONXVILLE, NY"
First Baptist Church,131740246,Religious,WHITE PLAINS,NY,,"Religious organization in WHITE PLAINS, NY"
Germonds Presbyterian Church,131740261,Religious,NEW CITY,NY,,"Religious organization in NEW CITY, NY"
Alliance University,131740285,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Riverdale Presbyterian Church,131740305,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Scarborough Presbyterian Church,131740384,Religious,BRIARCLIFF,NY,,"Religious organization in BRIARCLIFF, NY"
Scarsdale Community Baptist Church,131740386,Religious,SCARSDALE,NY,,"Religious organization in SCARSDALE, NY"
Concordia College At Bronxville,131740448,Education,LONG BEACH,NY,,"Education organization in LONG BEACH, NY"
Fordham University,131740451,Education,BRONX,NY,,"Education organization in BRONX, NY"
Hackley School,131740452,Education,TARRYTOWN,NY,,"Education organization in TARRYTOWN, NY"
Harvey School,131740454,Education,KATONAH,NY,,"Education organization in KATONAH, NY"
Horace Mann School,131740455,Education,BRONX,NY,,"Education organization in BRONX, NY"
Iona Preparatory School,131740460,Education,NEW ROCHELLE,NY,,"Education organization in NEW ROCHELLE, NY"
Manhattan University,131740468,Education,BRONX,NY,,"Education organization in BRONX, NY"
Manhattanville College,131740469,Education,PURCHASE,NY,,"Education organization in PURCHASE, NY"
Masters School,131740472,Education,DOBBS FERRY,NY,,"Education organization in DOBBS FERRY, NY"
New York School For The Deaf,131740477,Education,WHITE PLAINS,NY,,"Education organization in WHITE PLAINS, NY"
Rye Country Day School,131740484,Education,RYE,NY,,"Education organization in RYE, NY"
Thornton-donovan School,131740493,Education,NEW ROCHELLE,NY,,"Education organization in NEW ROCHELLE, NY"
Ursuline School Of New Rochelle,131740495,Education,NEW ROCHELLE,NY,,"Education organization in NEW ROCHELLE, NY"
The Windward School,131740499,Education,WHITE PLAINS,NY,,"Education organization in WHITE PLAINS, NY"
Yorktown Community Nursery School,131740506,Education,YORKTOWN HTS,NY,,"Education organization in YORKTOWN HTS, NY"
Rockland County YMCA,131740513,Other,NYACK,NY,,"Other organization in NYACK, NY"
Family YMCA At Tarrytown,131740516,Other,TARRYTOWN,NY,,"Other organization in TARRYTOWN, NY"
Suffern Free Library,131763816,Other,SUFFERN,NY,,"Other organization in SUFFERN, NY"
American Jewish Historical Society,131764804,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Convent Avenue Baptist Church,131769584,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Ardsley Community Nursery School,131781845,Education,ARDSLEY,NY,,"Education organization in ARDSLEY, NY"
Croton Community Nursery School,131782469,Education,CROTON HDSN,NY,,"Education organization in CROTON HDSN, NY"
Notre Dame School Of Manhattan,131782481,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Marble Hill Nursery School,131789130,Education,BRONX,NY,,"Education organization in BRONX, NY"
Whitney Museum Of American Art,131789318,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
St Josephs School For The Deaf,131790748,Education,BRONX,NY,,"Education organization in BRONX, NY"
Grace Baptist Church Of The City Of New York,131802297,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Kings College,131810448,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Creston Avenue Baptist Church,131813811,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Suny College Of Optometry Foundation,131819472,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
American Hungarian Library And Historical Society,131820182,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Tarrytown Nursey School,131820194,Education,TARRYTOWN,NY,,"Education organization in TARRYTOWN, NY"
United Methodist Church Of Pearl River,131832947,Religious,PEARL RIVER,NY,,"Religious organization in PEARL RIVER, NY"
Buckley School In The City Of New York,131837409,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Yeshiva University Womens Organization,131837437,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Christian Methodist Episcopal Church,131841138,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Briarcliff Nursery School,131846556,Education,OSSINING,NY,,"Education organization in OSSINING, NY"
Port Chester - Rye Brook Public Library,131851298,Other,PORT CHESTER,NY,,"Other organization in PORT CHESTER, NY"
Mamaroneck Public Library District,131860026,Other,MAMARONECK,NY,,"Other organization in MAMARONECK, NY"
St Hildas And St Hughs School,131860029,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Hoff Barthelson Music School,131861532,Education,SCARSDALE,NY,,"Education organization in SCARSDALE, NY"
Nyack Library,131867418,Other,NYACK,NY,,"Other organization in NYACK, NY"
Westchester Library System,131882114,Other,ELMSFORD,NY,,"Other organization in ELMSFORD, NY"
St Sergius High School,131893910,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Hendrick Hudson Free Library,131900119,Other,MONTROSE,NY,,"Other organization in MONTROSE, NY"
First Hungarian Baptist Church,131915836,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Northeast College Of Health Sciences,131916574,Health,SENECA FALLS,NY,,"Health organization in SENECA FALLS, NY"
Katonah Village Library,131921202,Other,KATONAH,NY,,"Other organization in KATONAH, NY"
Memorial Sloan-kettering Cancer Center,131924236,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
American Community School At Beirut -Lebanon,131929591,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
West Nyack Free Library Assn,131932817,Other,WEST NYACK,NY,,"Other organization in WEST NYACK, NY"
Medical Center Nursery School,131934332,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
International College-beirut Lebanon,131935349,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Episcopal School In The City Of New York,131945827,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Lorge School,131949780,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Bedford Hills Free Library,131958084,Other,BEDFORD HILLS,NY,,"Other organization in BEDFORD HILLS, NY"
St Raymonds Boys High School,131958475,Education,BRONX,NY,,"Education organization in BRONX, NY"
William Woodward Jr Nursery School,131963640,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Mercy University,131967321,Education,DOBBS FERRY,NY,,"Education organization in DOBBS FERRY, NY"
Dominican University New York,131967322,Education,ORANGEBURG,NY,,"Education organization in ORANGEBURG, NY"
Stephen Gaynor School,131969570,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
West Village Nursery School,131970359,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Second Canaan Baptist Church,131972407,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Tappan Free Library,131974005,Other,TAPPAN,NY,,"Other organization in TAPPAN, NY"
Eltingville Lutheran School & Preschool,131974368,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Iona Grammar School,131976658,Education,NEW ROCHELLE,NY,,"Education organization in NEW ROCHELLE, NY"
Presbyterian Senior Services,131981482,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
American Folk Art Museum,131985627,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Calvary Baptist Church,131990909,Religious,WHITE PLAINS,NY,,"Religious organization in WHITE PLAINS, NY"
West Side Montessori School,131992185,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
International Preschools,131992640,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Blauvelt Free Library Association,131996961,Other,BLAUVELT,NY,,"Other organization in BLAUVELT, NY"
Armonk United Methodist Church,132501444,Religious,WHITE PLAINS,NY,,"Religious organization in WHITE PLAINS, NY"
New York Chinese School,132505047,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
St Thomas Aquinas College,132513162,Education,SPARKILL,NY,,"Education organization in SPARKILL, NY"
Franciscan High School,132526809,Education,MOHEGAN LAKE,NY,,"Education organization in MOHEGAN LAKE, NY"
United Way Of Rockland County,132535262,Other,NYACK,NY,,"Other organization in NYACK, NY"
All Souls School,132539267,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Bethesda Baptist Church -Corp-,132542364,Religious,NEW ROCHELLE,NY,,"Religious organization in NEW ROCHELLE, NY"
John Jay College,132553815,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Rose Memorial Library Association,132558480,Other,STONY POINT,NY,,"Other organization in STONY POINT, NY"
Tried Stone Baptist Church,132560932,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Corpus Christi School,132569144,Education,PORT CHESTER,NY,,"Education organization in PORT CHESTER, NY"
Acorn School,132569414,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Gateway School Of New York,132572597,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Asbury Nursery School,132573239,Education,TUCKAHOE,NY,,"Education organization in TUCKAHOE, NY"
Morningside Montessori School Association,132573905,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
First Baptist Church,132583151,Religious,CROSS RIVER,NY,,"Religious organization in CROSS RIVER, NY"
Purchase Free Library,132583205,Other,PURCHASE,NY,,"Other organization in PURCHASE, NY"
City University Construction Fund,132587538,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Piermont Public Library,132587595,Other,PIERMONT,NY,,"Other organization in PIERMONT, NY"
River Park Nursery School,132587662,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
The Studio Museum In Harlem,132590805,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Seaport Museum New York,132596500,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Lehman College Auxiliary Enterprises Corp,132608471,Education,BRONX,NY,,"Education organization in BRONX, NY"
Hastings Cooperative Nursery School,132613084,Education,HASTINGS HDSN,NY,,"Education organization in HASTINGS HDSN, NY"
United Way Of New York City,132617681,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Third Spanish Baptist Church,132629490,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Westchester Day School,132646183,Education,MAMARONECK,NY,,"Education organization in MAMARONECK, NY"
New York City Health And Hospitals Corporation,132655001,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Fordham Preparatory School,132660346,Education,BRONX,NY,,"Education organization in BRONX, NY"
Village Community School,132663331,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Westchester Hebrew High School,132666864,Education,MAMARONECK,NY,,"Education organization in MAMARONECK, NY"
Hudson River Museum Of Westchester,132670081,Arts & Culture,YONKERS,NY,,"Arts & Culture organization in YONKERS, NY"
Lower Manhattan Rabbinical College,132673980,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Touro University,132676570,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Kundalini Research Foundation Ltd,132677006,Research,STAMFORD,CT,,"Research organization in STAMFORD, CT"
Studio School,132684082,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Ballet Hispanico Of New York,132685755,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Our Lady Of Sorrows Parochial Elementary School,132686763,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
St Augustine Parochial Elementary School,132686765,Education,BRONX,NY,,"Education organization in BRONX, NY"
Reuben Gittelman Hebrew Day School,132686781,Education,NEW CITY,NY,,"Education organization in NEW CITY, NY"
St Jude Parochial Elementary School,132687292,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
St Catharines Parochial Elementary School,132687430,Education,BLAUVELT,NY,,"Education organization in BLAUVELT, NY"
St Charles Borromeo Parochial Elementary School,132688384,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Catholic School Region Central,132688404,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
St Ignatius Loyola Parochial School,132691191,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
St Elizabeth Parochial Elementary School,132692428,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Church Of The Immaculate Conception School,132693052,Religious,IRVINGTON,NY,,"Religious organization in IRVINGTON, NY"
St Peters Parochial Elementary School,132693063,Education,HAVERSTRAW,NY,,"Education organization in HAVERSTRAW, NY"
St Benedicts Parochial Elementary School,132693072,Education,BRONX,NY,,"Education organization in BRONX, NY"
Sts Peter & Paul Parochial Elementary School,132693073,Education,BRONX,NY,,"Education organization in BRONX, NY"
St Adalbert Parochial Elementary School,132693079,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
St Jean Baptiste Parochial High School,132693089,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
St Margaret Marys Parochial School,132693090,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Mariners Temple Baptist Church,132694850,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Commission On Independent Colleges & Universities,132707879,Education,ALBANY,NY,,"Education organization in ALBANY, NY"
Bronx Museum Of The Arts,132709368,Arts & Culture,BRONX,NY,,"Arts & Culture organization in BRONX, NY"
Bethany Baptist Church,132720535,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Churchill School And Center,132722983,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Childrens Museum Of Manhattan,132761376,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Orangeburg Library,132764650,Other,ORANGEBURG,NY,,"Other organization in ORANGEBURG, NY"
Ability Apple School,132769303,Education,ENGLEWOOD,NJ,,"Education organization in ENGLEWOOD, NJ"
The Child School-legacy High School,132785566,Education,ROOSEVELT ISL,NY,,"Education organization in ROOSEVELT ISL, NY"
Presbyterian Church Of New Rochelle,132791958,Religious,NEW ROCHELLE,NY,,"Religious organization in NEW ROCHELLE, NY"
Historical Society Of Rockland County,132805338,Other,NEW CITY,NY,,"Other organization in NEW CITY, NY"
Southern Baptist Church,132807303,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Childrens All Day School,132818235,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Montessori Family Schools Of Manhattan,132830124,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Christs Church Nursery School,132841923,Religious,RYE,NY,,"Religious organization in RYE, NY"
St Josephs Hospital Nursing Home Of,132861611,Health,YONKERS,NY,,"Health organization in YONKERS, NY"
American Friends Shamir Medical Center,132861992,Health,BROOKLYN,NY,,"Health organization in BROOKLYN, NY"
Mamaroneck Community Nursery School,132865547,Education,MAMARONECK,NY,,"Education organization in MAMARONECK, NY"
Fellowship Baptist Church,132865551,Religious,STATEN ISLAND,NY,,"Religious organization in STATEN ISLAND, NY"
United Methodist Church Of New City,132875895,Religious,NEW CITY,NY,,"Religious organization in NEW CITY, NY"
Chinese Methodist Center Corporation,132876091,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Bethel Baptist Church,132876456,Religious,MOUNT KISCO,NY,,"Religious organization in MOUNT KISCO, NY"
Charity Baptist Church Of Buffalo Ny,132878149,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
American Fund For Alternatives To Animal Research,132883904,Environment/Animals,GEORGETOWN,MA,,"Environment/Animals organization in GEORGETOWN, MA"
Peekskill Museum,132885457,Arts & Culture,PEEKSKILL,NY,,"Arts & Culture organization in PEEKSKILL, NY"
Ukrainian Museum,132887818,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Sackler School Of Medicine,132887929,Education,STAMFORD,CT,,"Education organization in STAMFORD, CT"
Robert Louis Stevenson School,132898880,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Bethel United Methodist Church,132900460,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Hospital Engineering Society Of Greater New York,132903187,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Second Zion Baptist Church,132909883,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Bronxville Montessori School,132909897,Education,BRONXVILLE,NY,,"Education organization in BRONXVILLE, NY"
Co-op Ciity Baptist Church,132912993,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Calvary Baptist Church,132914440,Religious,HAVERSTRAW,NY,,"Religious organization in HAVERSTRAW, NY"
Bethel Baptist Church,132915651,Religious,REMSEN,NY,,"Religious organization in REMSEN, NY"
Bible Baptist Church Of Sodus,132915711,Religious,SODUS,NY,,"Religious organization in SODUS, NY"
Korean School Of Staten Island,132918155,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Alice Curtis Desmond And Hamilton Fish Library,132933774,Other,GARRISON,NY,,"Other organization in GARRISON, NY"
Alcott School,132939938,Education,DOBBS FERRY,NY,,"Education organization in DOBBS FERRY, NY"
Dobbs Ferry Historical Society,132946598,Other,DOBBS FERRY,NY,,"Other organization in DOBBS FERRY, NY"
Harvard Library In New York,132947755,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
1890 House Museum And Center For The Arts,132951986,Arts & Culture,CORTLAND,NY,,"Arts & Culture organization in CORTLAND, NY"
University Bible Fellowship,132953698,Education,FLUSHING,NY,,"Education organization in FLUSHING, NY"
Mt Pleasant Baptist Church,132962713,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Community Memorial Baptist Church,132965600,Religious,YONKERS,NY,,"Religious organization in YONKERS, NY"
Medical Dental Staff Good Samaritan Hospital,132971315,Health,SUFFERN,NY,,"Health organization in SUFFERN, NY"
New Amsterdam Symphony Orchestra,132971608,Arts & Culture,HOLMDEL,NJ,,"Arts & Culture organization in HOLMDEL, NJ"
Bethel Baptist Church Of White Plains,132978027,Religious,WHITE PLAINS,NY,,"Religious organization in WHITE PLAINS, NY"
Bowen Memorial Baptist Church,132986645,Religious,MT VERNON,NY,,"Religious organization in MT VERNON, NY"
New Museum Of Contemporary Art,132986881,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Messiah Baptist Church,132987435,Religious,YONKERS,NY,,"Religious organization in YONKERS, NY"
St Lukes Roosevelt Hospital Center,132997301,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Antioch Baptist Church,133002523,Religious,BEDFORD HILLS,NY,,"Religious organization in BEDFORD HILLS, NY"
Studio In A School Association,133003112,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Juvenescent Research Corporation,133006564,Research,BROOKLYN,NY,,"Research organization in BROOKLYN, NY"
St Thomas Choir School Fund,133006912,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Metropolitan African Methodist Episcopal Church,133007783,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
New York Public Radio,133015230,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Private Theater Corp,133018531,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Roosevelt Island Historical Society,133018935,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Samuel Waxman Cancer Research Foundation,133020943,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Greater Mt Herman Institutional Baptist Church,133028058,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
City College Student Services Corporation,133030322,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
New York School For Psychoanalytic Psychotherapy,133035739,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Coalition Of New York State Career Schools,133044041,Education,LONG IS CITY,NY,,"Education organization in LONG IS CITY, NY"
Mamaroneck Historical Society,133045309,Other,MAMARONECK,NY,,"Other organization in MAMARONECK, NY"
German International School New York,133051551,Education,WHITE PLAINS,NY,,"Education organization in WHITE PLAINS, NY"
School Of Visual Arts Press Ltd,133060594,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Tremont Baptist Church,133062388,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
First Central Baptist Church,133066978,Religious,STATEN ISLAND,NY,,"Religious organization in STATEN ISLAND, NY"
Greater Metropolitan Baptist Church,133073474,Religious,JAMAICA,NY,,"Religious organization in JAMAICA, NY"
First Union Baptist Church Of The Bronx,133080116,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Manhattan Presbyterian Church,133080672,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Wake-eden Community Baptist Church,133080758,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Chinese School Of Southern Westchester,133081881,Education,SCARSDALE,NY,,"Education organization in SCARSDALE, NY"
American Friends Of The Bnai Zion Medical Center,133082088,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Mt Hope Missionary Baptist Church,133083230,Religious,IRVINGTON,NJ,,"Religious organization in IRVINGTON, NJ"
Winston Preparatory School,133085860,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Abraham Joshua Heschel School,133091539,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Holocaust Museum And Study Center,133093962,Arts & Culture,SUFFERN,NY,,"Arts & Culture organization in SUFFERN, NY"
Affirmation Presbyterian Church In America,133103921,Religious,SOMERS,NY,,"Religious organization in SOMERS, NY"
The School Of Practical Philosophy,133107679,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
The Friends Of The Moffat Library,133116340,Other,WASHINGTONVLE,NY,,"Other organization in WASHINGTONVLE, NY"
Northern Westchester Chinese School,133119415,Education,PLEASANTVILLE,NY,,"Education organization in PLEASANTVILLE, NY"
Fort Washington Heights Presbyterian Church,133121268,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Anglo American International School,133128632,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Charity Baptist Church,133132118,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
The Korean Presbyterian Church Of Westchester,133133417,Religious,NEW ROCHELLE,NY,,"Religious organization in NEW ROCHELLE, NY"
Washington Market School,133134024,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Fellowship Baptist Church Rt 17m,133135014,Religious,CHESTER,NY,,"Religious organization in CHESTER, NY"
The Museum For African Art,133137461,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
The Foundation For Aids Research,133163817,Research,NEW YORK,NY,,"Research organization in NEW YORK, NY"
Sloatsburg Public Library,133170428,Other,SLOATSBURG,NY,,"Other organization in SLOATSBURG, NY"
French Speaking Baptist Church Of Spring Valley,133172112,Religious,SPRING VALLEY,NY,,"Religious organization in SPRING VALLEY, NY"
Vine Memorial Institutional Baptist Church,133173043,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Westchester School For Special Children,133176016,Education,YONKERS,NY,,"Education organization in YONKERS, NY"
Food Bank For New York City,133179546,Human Services,NEW YORK,NY,,"Human Services organization in NEW YORK, NY"
Frederic Remington Art Museum,133179600,Arts & Culture,OGDENSBURG,NY,,"Arts & Culture organization in OGDENSBURG, NY"
Thiells Garnerville United Methodist Church,133179977,Religious,THIELLS,NY,,"Religious organization in THIELLS, NY"
Parents Organization Of Rye High School,133186493,Education,RYE,NY,,"Education organization in RYE, NY"
Westchester-putnam School Boards Association,133190694,Education,HARRISON,NY,,"Education organization in HARRISON, NY"
First Baptist Church Of Elmsford,133193084,Religious,ELMSFORD,NY,,"Religious organization in ELMSFORD, NY"
Theater Breaking Through Barriers Corp,133193376,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Columbia Greenhouse Nursery School,133194659,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Morrisania Baptist Church,133201648,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Faith Mission Baptist Church,133203061,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Bronx Baptist Church,133204177,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Eternal Hope Baptist Church,133207037,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
Friends Of The Ardsley Public Library,133210125,Other,ARDSLEY,NY,,"Other organization in ARDSLEY, NY"
Victoria And Albert Museum Americas Foundation,133212077,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Greater Emanuel Baptist Church,133214800,Religious,NEW YORK,NY,,"Religious organization in NEW YORK, NY"
Tuxedo Historical Society,133215198,Other,TUXEDO,NY,,"Other organization in TUXEDO, NY"
Atlantic Theater Company,133218253,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
American Friends Of The Paris Opera & Ballet,133219847,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Mount Pleasant Historical Society,133226775,Other,VALHALLA,NY,,"Other organization in VALHALLA, NY"
Lutheran Schools Association,133227027,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Law Library Association Of Greater New York,133229511,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
